"Segment Name","Size (MB)","Segment Type","Number of Rows"
"PIL_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTAI6","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTAI7","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTAI8","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTAI9","0.1","INDEX","-"
"PIL_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIM_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIM_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIM_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIM_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIM_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIM_NN_PSRESOURCE_CONTAI6","0.1","INDEX","-"
"PIM_NN_PSRESOURCE_CONTAI7","0.1","INDEX","-"
"PIM_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIN_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIN_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIN_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIN_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIN_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIN_NN_PSRESOURCE_CONTAI6","0.1","INDEX","-"
"PIN_NN_PSRESOURCE_CONTAI7","0.1","INDEX","-"
"PIN_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIO_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIO_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIO_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIO_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIO_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIO_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTA10","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTA11","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTA12","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTA13","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTA14","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTA15","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAI6","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAI7","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAI8","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAI9","0.1","INDEX","-"
"PIP_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIR_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIR_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIR_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIR_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIR_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIR_NN_PSRESOURCE_CONTAI6","0.1","INDEX","-"
"PIR_NN_PSRESOURCE_CONTAI7","0.1","INDEX","-"
"PIR_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PISC_NN_DBOBJECT_ORMSTATE","0.1","INDEX","-"
"PISC_NN_NAMESPACE_REPOSIG","0.1","INDEX","-"
"PISR_NN_RESOURCE_PARENTID","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA10","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA11","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA12","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA13","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA14","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA15","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA16","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA17","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA18","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA19","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTA20","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAI6","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAI7","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAI8","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAI9","0.1","INDEX","-"
"PIS_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAI4","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAI5","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAI6","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAI7","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAI8","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAI9","0.1","INDEX","-"
"PIT_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIU_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIU_NN_PSRESOURCE_CONTAI2","0.1","INDEX","-"
"PIU_NN_PSRESOURCE_CONTAI3","0.1","INDEX","-"
"PIU_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIV_NN_PSRESOURCE_CONTAI1","0.1","INDEX","-"
"PIV_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PIW_NN_PSRESOURCE_CONTAIN","0.1","INDEX","-"
"PO_CLOUDSERVICECONFIGURAT","0.1","TABLE","1"
"PO_COMPUTENODECONFIGURATI","0.1","TABLE","0"
"PO_CONNECTINFOCLASSIFIERC","0.1","TABLE","0"
"PO_CONNECTIONPOOLATTRIBUT","0.1","TABLE","0"
"PO_EARLIERVERSIONDOMAINOB","0.1","TABLE","1"
"PO_FTPCONNECTIONATTRIBUTE","0.1","TABLE","0"
"PO_HADOOPIMPERSONATIONPRO","0.1","TABLE","0"
"PO_LOGSERVICECONFIGURATIO","0.1","TABLE","1"
"PO_MACCESSCONTROLENTRYANN","0.1","TABLE","0"
"PO_MONITORINGSERVICECONFI","0.1","TABLE","1"
"PO_MPPROCESSEDDATAUPGRADE","0.1","TABLE","3"
"PO_OSPROFILEPRODUCTEXTENS","0.1","TABLE","0"
"PO_PASSWORDCOMPLEXITYCONF","0.1","TABLE","1"
"PO_PREGISTEREDCAPABILITIE","0.1","TABLE","0"
"PO_REPOSITORYOPERATIONALI","0.1","TABLE","0"
"PO_SDKCONNECTBASEATTRIBUT","0.1","TABLE","0"
"PO_SDKCONNECTINFOMODELEXT","0.1","TABLE","0"
"PO_SERVICEPROCESSSTARTUPS","0.1","TABLE","7"
"PO_TYPEACONNECTIONATTRIBU","0.1","TABLE","0"
"PO_TYPEBCONNECTIONATTRIBU","0.1","TABLE","0"
"PO_TYPERCONNECTIONATTRIBU","0.1","TABLE","0"
"PO_USERACCOUNTSECURITYCON","0.1","TABLE","1"
"REPCAT$_FLAVOR_OBJECTS_FG","0.1","INDEX","-"
"REPCAT$_FLAVOR_OBJECTS_PK","0.1","INDEX","-"
"REPCAT$_GROUPED_COLUMN_PK","0.1","INDEX","-"
"REPCAT$_INSTANTIATION_DDL","0.1","TABLE","0"
"REPCAT$_PRIORITY_GROUP_PK","0.1","INDEX","-"
"REPCAT$_PRIORITY_GROUP_U1","0.1","INDEX","-"
"REPCAT$_REFRESH_TEMPLATES","0.1","TABLE","0"
"REPCAT$_REPCATLOG_PRIMARY","0.1","INDEX","-"
"REPCAT$_REPGROUP_PRIVS_N1","0.1","INDEX","-"
"REPCAT$_REPGROUP_PRIVS_UK","0.1","INDEX","-"
"REPCAT$_REPOBJECT_PRIMARY","0.1","INDEX","-"
"REPCAT$_REPPROP_KEY_INDEX","0.1","INDEX","-"
"REPCAT$_REPPROP_PRNT2_IDX","0.1","INDEX","-"
"REPCAT$_REPSCHEMA_PRIMARY","0.1","INDEX","-"
"REPCAT$_RESOLUTION_F3_IDX","0.1","INDEX","-"
"REPCAT$_RESOLUTION_METHOD","0.1","TABLE","19"
"REPCAT$_SITES_NEW_FK1_IDX","0.1","INDEX","-"
"REPCAT$_SITES_NEW_FK2_IDX","0.1","INDEX","-"
"REPCAT$_TEMPLATE_PARMS_PK","0.1","INDEX","-"
"REPCAT$_TEMPLATE_PARMS_U1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_SITES_PK","0.1","INDEX","-"
"REPCAT$_TEMPLATE_SITES_U1","0.1","INDEX","-"
"REPCAT$_TEMPLATE_TYPES_PK","0.1","INDEX","-"
"SCHEDULER$_PROGRAM_ARG_PK","0.1","INDEX","-"
"SYS_LOB0000000109C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000123C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000155C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000182C00017$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000384C00040$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000384C00041$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000394C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000394C00028$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000451C00021$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000524C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000528C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000532C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000536C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000540C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000568C00026$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000573C00028$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000580C00026$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000585C00026$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000590C00034$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000595C00034$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000607C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000631C00048$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000631C00049$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000715C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000715C00014$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000715C00015$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000749C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000757C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000803C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000857C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000857C00020$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000863C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000863C00019$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00012$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000871C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000883C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000883C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000883C00015$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000883C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000936C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000981C00030$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000000981C00031$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001041C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001065C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001065C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001262C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000001262C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005176C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005198C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005198C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005490C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005490C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005490C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005502C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005502C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005665C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005687C00012$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005938C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000005947C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006251C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006251C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006251C00010$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006939C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006939C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000006939C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007295C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007308C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007323C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007349C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007360C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007367C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007769C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007800C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000007808C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000011437C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012455C00050$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012483C00031$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012483C00061$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012484C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012517C00037$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012729C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012729C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012748C00028$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012748C00029$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012774C00045$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012774C00047$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012786C00032$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00036$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00078$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00080$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00098$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00114$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00155$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00156$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00159$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000012940C00166$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000013050C00025$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000013061C00025$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020067C00002$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020067C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020083C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020083C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020096C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020096C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020096C00010$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020110C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020134C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020134C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020141C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020141C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020148C00010$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020153C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020164C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020164C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020174C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020179C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020187C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020187C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020187C00009$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020201C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020201C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020201C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020210C00012$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020210C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020210C00014$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020210C00015$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020210C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020210C00017$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020210C00018$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020210C00019$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020210C00020$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020237C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020263C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020268C00003$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020278C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020298C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020298C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020304C00010$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020309C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020309C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020309C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020309C00009$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020337C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020342C00010$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020371C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020376C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020384C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020384C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020384C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020384C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020401C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020409C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020423C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020423C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020433C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020463C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020477C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020488C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020488C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020500C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020510C00004$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020514C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020514C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020514C00009$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020523C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020537C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020548C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020548C00012$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020555C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020555C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020555C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020564C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020572C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020589C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020611C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020616C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020636C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020636C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020643C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020647C00014$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020647C00015$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020657C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020664C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020668C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020672C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020685C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020689C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020693C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020697C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020701C00005$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020701C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020701C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020710C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020726C00008$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020726C00009$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020726C00010$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020726C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020743C00011$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020743C00012$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020743C00013$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020743C00014$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020754C00007$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020762C00093$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020762C00094$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020762C00095$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020762C00096$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020776C00014$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020776C00015$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020776C00016$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020776C00017$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020776C00018$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020795C00006$$","0.1","LOBSEGMENT","-"
"SYS_LOB0000020800C00009$$","0.1","LOBSEGMENT","-"
"AQ$_KUPC$DATAPUMP_QUETAB_L","0.1","TABLE","0"
"AQ$_KUPC$DATAPUMP_QUETAB_S","0.1","TABLE","1"
"AQ$_QUEUE_TABLE_AFFINITIES","0.1","TABLE","11"
"ATTRIBUTE_TRANSFORMATIONS$","0.1","TABLE","3"
"I1_CHNF$_CLAUSE_DEPENDENTS","0.1","INDEX","-"
"I1_DBFS_HS$_SFLOCATORTABLE","0.1","INDEX","-"
"I2_CHNF$_CLAUSE_DEPENDENTS","0.1","INDEX","-"
"I2_DBFS_HS$_SFLOCATORTABLE","0.1","INDEX","-"
"I_OLAP_CALCULATED_MEMBERS$","0.1","INDEX","-"
"I_SCHEDULER_WINGRP_MEMBER1","0.1","INDEX","-"
"I_SCHEDULER_WINGRP_MEMBER2","0.1","INDEX","-"
"I_SCHEDULER_WINGRP_MEMBER3","0.1","INDEX","-"
"I_STREAMS_APPLY_MILESTONE1","0.1","INDEX","-"
"I_STREAMS_CAPTURE_PROCESS1","0.1","INDEX","-"
"I_STREAMS_CAPTURE_PROCESS2","0.1","INDEX","-"
"I_STREAMS_PRIVILEGED_USER1","0.1","INDEX","-"
"I_STREAMS_STMT_HANDLER_IDS","0.1","INDEX","-"
"MVIEW$_ADV_WORKLOAD_IDX_01","0.1","INDEX","-"
"OLAP_ATTRIBUTE_VISIBILITY$","0.1","TABLE","0"
"OLAP_CUBE_BUILD_PROCESSES$","0.1","TABLE","0"
"OLAP_MEAS_FOLDER_CONTENTS$","0.1","TABLE","0"
"OPB_PCIS_SERVICE_LEASE_IDX","0.1","INDEX","-"
"OPB_PCIS_SESSION_LEASE_IDX","0.1","INDEX","-"
"PK_DBMS_PARALLEL_EXECUTE_1","0.1","INDEX","-"
"REPCAT$_AUDIT_ATTRIBUTE_PK","0.1","INDEX","-"
"REPCAT$_REPOBJECT_PRNT_IDX","0.1","INDEX","-"
"REPCAT$_REPPROP_DBLINK_HOW","0.1","INDEX","-"
"REPCAT$_REPSCHEMA_DEST_IDX","0.1","INDEX","-"
"REPCAT$_REPSCHEMA_PRNT_IDX","0.1","INDEX","-"
"REPCAT$_TEMPLATE_REFGROUPS","0.1","TABLE","0"
"REPCAT$_TEMPLATE_STATUS_PK","0.1","INDEX","-"
"RESOURCE_MAPPING_PRIORITY$","0.1","TABLE","11"
"SCHEDULER$_EVENT_QTAB_HIST","0.1","INDEX","-"
"SCHEDULER$_LIGHTWEIGHT_JOB","0.1","TABLE","0"
"SCHEDULER$_WINDOW_GROUP_PK","0.1","INDEX","-"
"STREAMS$_APPLY_ERROR_IDX_2","0.1","INDEX","-"
"STREAMS$_MESSAGE_CONSUMERS","0.1","TABLE","0"
"TRANSACTION_BACKOUT_STATE$","0.1","TABLE","0"
